Order_ID,Warehouse,Customer_Location,Delivery_Distance_km,Transportation_Mode,Package_Weight_kg,Delivery_Priority,Weather_Condition,Traffic_Level,Warehouse_Processing_Time_min,Planned_Delivery_Time_hr,Actual_Delivery_Time_hr,Delivery_Delay
ORD10262,WH-South,Suburban,26.6,Van,27.5,Standard,Cloudy,Low,47.7,1.39,1.36,0
ORD10263,WH-North,Suburban,40.3,Truck,23.0,Standard,Clear,Medium,24.3,1.9,3.48,1
ORD10264,WH-North,City Center,27.0,Express,15.4,Standard,Clear,Low,30.3,1.5,1.51,0
ORD10265,WH-East,South Zone,17.0,Van,29.7,Standard,Rain,Low,32.9,0.97,1.01,0
ORD10266,WH-South,South Zone,26.1,Truck,14.2,Standard,Cloudy,High,8.0,1.39,2.88,1
ORD10267,WH-West,West Zone,78.0,Van,2.2,High,Rain,Medium,55.1,3.18,6.14,1
ORD10268,WH-West,East Zone,34.1,Van,8.2,Standard,Clear,Medium,24.2,1.61,2.84,1
ORD10269,WH-East,Suburban,36.7,Express,13.4,Standard,Rain,Medium,41.1,1.56,3.06,1
ORD10270,WH-East,North Zone,47.0,Express,5.1,Urgent,Cloudy,Medium,37.0,2.34,3.68,1
ORD10271,WH-South,East Zone,78.7,Van,28.5,Standard,Cloudy,Low,50.1,3.23,5.07,1
ORD10272,WH-West,East Zone,20.8,Express,23.1,Urgent,Cloudy,Low,42.9,1.38,1.42,0
ORD10273,WH-West,South Zone,55.1,Bike,8.4,Standard,Rain,Low,32.2,2.6,4.19,1
ORD10274,WH-West,East Zone,57.8,Express,17.9,Urgent,Cloudy,High,27.3,2.41,4.4,1
ORD10275,WH-North,Suburban,49.4,Truck,21.8,High,Cloudy,Medium,44.6,2.13,4.02,1
ORD10276,WH-West,Suburban,8.9,Truck,28.3,High,Storm,Medium,12.5,1.13,2.61,1
ORD10277,WH-North,City Center,54.8,Truck,26.5,Urgent,Rain,Medium,45.8,2.67,4.62,1
ORD10278,WH-South,Suburban,7.0,Bike,15.7,Standard,Clear,High,21.8,0.75,2.19,1
ORD10279,WH-North,Suburban,48.5,Van,23.4,Urgent,Cloudy,Low,53.0,2.26,4.11,1
ORD10280,WH-South,South Zone,59.7,Van,17.1,Standard,Clear,Low,36.9,2.56,4.23,1
ORD10281,WH-West,Suburban,18.5,Van,16.8,Standard,Clear,Medium,42.7,1.21,1.22,0
ORD10282,WH-West,City Center,67.6,Bike,3.9,Standard,Cloudy,High,36.0,2.83,5.68,1
ORD10283,WH-South,North Zone,4.4,Van,4.2,Standard,Rain,High,14.0,0.5,1.53,1
ORD10284,WH-East,South Zone,67.8,Bike,16.1,Standard,Rain,Low,24.7,2.76,4.89,1
ORD10285,WH-South,North Zone,37.9,Express,8.4,Standard,Clear,High,43.1,1.86,3.08,1
ORD10286,WH-East,South Zone,19.0,Van,1.1,Standard,Cloudy,High,37.0,1.04,2.44,1
ORD10287,WH-North,West Zone,12.4,Bike,21.8,High,Clear,Low,49.2,0.93,0.94,0
ORD10288,WH-North,East Zone,76.4,Truck,1.5,High,Storm,Medium,39.8,3.1,6.05,1
ORD10289,WH-North,West Zone,7.7,Express,18.1,Standard,Storm,Medium,23.4,0.68,2.14,1
ORD10290,WH-West,Suburban,17.5,Van,16.4,Standard,Cloudy,High,25.4,1.23,2.87,1
ORD10291,WH-North,North Zone,29.1,Bike,29.1,Standard,Rain,Low,36.2,1.57,2.72,1
ORD10292,WH-East,Suburban,50.4,Bike,14.8,Standard,Cloudy,High,8.0,2.3,4.42,1
ORD10293,WH-North,East Zone,44.5,Express,2.4,Standard,Cloudy,Medium,55.1,2.19,3.6,1
ORD10294,WH-South,South Zone,11.8,Bike,16.8,Standard,Clear,Medium,40.3,0.98,1.93,1
ORD10295,WH-South,East Zone,24.6,Truck,25.3,Standard,Clear,Medium,49.7,1.55,1.57,0
ORD10296,WH-West,City Center,20.6,Bike,29.9,Urgent,Cloudy,Medium,19.0,1.18,2.85,1
ORD10297,WH-South,East Zone,18.7,Express,13.2,Standard,Cloudy,High,49.9,1.12,2.96,1
ORD10298,WH-East,City Center,34.1,Truck,9.9,Standard,Clear,High,61.8,1.56,3.6,1
ORD10299,WH-North,East Zone,56.9,Van,27.2,Standard,Rain,High,19.1,2.48,4.46,1
ORD10300,WH-West,City Center,19.0,Express,6.1,Standard,Clear,Low,44.3,1.29,1.25,0
ORD10301,WH-North,North Zone,30.6,Bike,18.7,Standard,Cloudy,Medium,35.0,1.75,1.82,0
ORD10302,WH-North,Suburban,32.5,Bike,12.5,High,Cloudy,Low,16.5,1.78,1.78,0
ORD10303,WH-East,Suburban,78.2,Van,1.7,Standard,Cloudy,Medium,40.9,3.08,5.23,1
ORD10304,WH-South,West Zone,76.5,Bike,10.7,Standard,Cloudy,Medium,45.0,3.36,5.29,1
ORD10305,WH-South,Suburban,64.4,Truck,8.3,Urgent,Clear,Medium,30.8,2.58,4.77,1
ORD10306,WH-North,South Zone,20.8,Bike,20.7,Urgent,Clear,Medium,52.0,1.35,2.63,1
ORD10307,WH-West,East Zone,7.3,Van,28.5,High,Cloudy,High,15.0,0.72,1.94,1
ORD10308,WH-South,West Zone,26.7,Bike,8.4,Standard,Cloudy,Low,17.1,1.54,1.59,0
ORD10309,WH-West,South Zone,22.8,Express,24.4,High,Clear,Medium,36.6,1.15,1.21,0
ORD10310,WH-South,South Zone,41.5,Van,2.1,Standard,Cloudy,Medium,35.3,2.12,3.57,1
ORD10311,WH-West,City Center,62.7,Express,16.4,Standard,Clear,Low,26.4,2.56,3.47,1
ORD10312,WH-East,Suburban,68.9,Truck,2.6,Standard,Cloudy,Low,44.7,2.88,4.32,1
ORD10313,WH-West,North Zone,67.9,Express,28.1,Standard,Rain,High,41.4,2.81,5.89,1
ORD10314,WH-East,North Zone,30.1,Bike,23.1,Standard,Clear,High,45.3,1.36,3.78,1
ORD10315,WH-East,West Zone,55.6,Truck,19.9,Standard,Clear,High,33.5,2.5,4.66,1
ORD10316,WH-West,North Zone,26.4,Bike,24.8,Urgent,Rain,High,45.2,1.66,4.36,1
ORD10317,WH-East,East Zone,6.8,Express,19.6,Urgent,Cloudy,Low,32.7,1.06,1.09,0
ORD10318,WH-North,North Zone,56.7,Truck,29.1,High,Cloudy,Medium,59.6,2.54,4.51,1
ORD10319,WH-East,West Zone,2.8,Van,21.6,Standard,Rain,Medium,25.2,0.73,0.79,0
ORD10320,WH-South,North Zone,33.9,Bike,27.8,High,Rain,Medium,60.3,1.74,4.07,1
ORD10321,WH-West,East Zone,27.7,Bike,15.8,Standard,Storm,Medium,35.4,1.55,3.47,1
ORD10322,WH-North,City Center,56.1,Bike,4.0,High,Cloudy,Medium,18.5,2.46,4.15,1
ORD10323,WH-West,West Zone,61.8,Bike,16.1,Standard,Clear,Medium,51.4,2.73,4.53,1
ORD10324,WH-South,City Center,25.7,Truck,4.2,High,Clear,Medium,36.5,1.48,2.51,1
ORD10325,WH-South,City Center,65.3,Bike,18.0,Standard,Clear,Low,45.2,2.76,4.6,1
ORD10326,WH-South,City Center,24.9,Van,14.7,High,Cloudy,Medium,49.7,1.38,2.39,1
ORD10327,WH-East,South Zone,36.8,Truck,18.9,Urgent,Clear,Medium,42.1,1.81,3.17,1
ORD10328,WH-East,Suburban,58.7,Van,0.8,Standard,Rain,Medium,27.9,2.7,5.15,1
ORD10329,WH-West,South Zone,56.0,Van,6.2,Standard,Cloudy,Low,46.7,2.37,4.19,1
ORD10330,WH-West,Suburban,79.0,Truck,15.0,Urgent,Cloudy,Medium,38.0,3.32,6.01,1
ORD10331,WH-North,City Center,19.6,Truck,28.5,Standard,Clear,Low,43.2,1.43,1.39,0
ORD10332,WH-North,West Zone,53.7,Bike,11.8,High,Clear,Medium,9.2,2.56,3.82,1
ORD10333,WH-West,Suburban,49.6,Truck,13.0,Standard,Clear,High,40.4,2.43,4.77,1
ORD10334,WH-East,East Zone,73.4,Truck,21.6,Standard,Clear,Medium,27.3,3.12,5.16,1
ORD10335,WH-South,East Zone,14.2,Van,18.3,Standard,Clear,Low,54.8,1.05,1.05,0
ORD10336,WH-West,North Zone,60.6,Truck,9.3,Standard,Cloudy,Medium,42.5,2.78,5.0,1
ORD10337,WH-North,Suburban,46.3,Van,12.6,High,Rain,Medium,37.9,2.34,4.25,1
ORD10338,WH-East,West Zone,23.4,Van,6.9,Standard,Rain,High,40.8,1.1,2.5,1
ORD10339,WH-West,South Zone,39.0,Bike,29.0,Standard,Cloudy,Medium,23.0,1.74,2.65,1
ORD10340,WH-West,City Center,28.0,Bike,4.4,Standard,Clear,Medium,54.5,1.66,2.86,1
ORD10341,WH-East,North Zone,47.2,Bike,11.5,Standard,Rain,Medium,58.9,2.15,4.26,1
ORD10342,WH-West,East Zone,71.3,Truck,1.3,High,Rain,Low,39.7,2.97,5.89,1
ORD10343,WH-East,South Zone,46.4,Truck,7.0,Urgent,Clear,Low,57.1,2.01,3.52,1
ORD10344,WH-South,South Zone,51.3,Express,23.5,Standard,Cloudy,Medium,28.2,2.27,3.46,1
ORD10345,WH-East,City Center,42.5,Truck,6.4,High,Clear,Medium,25.4,1.85,3.21,1
ORD10346,WH-East,Suburban,6.0,Truck,2.9,High,Rain,Medium,35.5,0.97,1.98,1
ORD10347,WH-East,East Zone,20.2,Van,14.5,Standard,Storm,Low,40.2,1.22,3.07,1
ORD10348,WH-West,West Zone,40.4,Van,0.8,Urgent,Clear,Low,33.3,1.94,2.91,1
ORD10349,WH-West,South Zone,26.2,Truck,3.0,Standard,Rain,Medium,41.5,1.51,3.69,1
ORD10350,WH-East,City Center,16.2,Truck,24.3,Standard,Cloudy,Low,38.7,1.19,1.23,0
ORD10351,WH-West,West Zone,41.3,Truck,23.3,High,Storm,Medium,23.0,2.09,4.98,1
ORD10352,WH-North,Suburban,27.2,Truck,27.5,Standard,Clear,Low,41.2,1.6,2.98,1
ORD10353,WH-North,East Zone,22.1,Bike,25.7,High,Rain,Medium,45.4,1.21,2.47,1
ORD10354,WH-West,Suburban,38.2,Bike,20.7,Urgent,Clear,High,40.1,1.83,4.31,1
ORD10355,WH-West,South Zone,12.4,Bike,2.0,Standard,Clear,Low,48.8,1.04,1.03,0
ORD10356,WH-East,West Zone,74.4,Bike,23.6,Urgent,Clear,Medium,23.4,3.09,4.87,1
ORD10357,WH-South,West Zone,69.7,Express,25.4,Standard,Storm,Low,40.6,2.99,5.9,1
ORD10358,WH-West,West Zone,57.2,Van,24.1,Standard,Rain,Medium,21.0,2.59,5.14,1
ORD10359,WH-North,South Zone,10.3,Van,15.5,High,Rain,Medium,21.6,0.96,0.91,0
ORD10360,WH-East,South Zone,62.5,Van,7.4,Urgent,Rain,Medium,30.4,2.52,4.57,1
ORD10361,WH-West,Suburban,65.0,Bike,25.4,Standard,Clear,Medium,23.7,2.91,4.58,1
ORD10362,WH-North,North Zone,61.9,Express,22.0,Standard,Clear,High,28.4,2.68,4.66,1
ORD10363,WH-North,Suburban,10.9,Van,29.4,High,Clear,Low,32.4,0.97,1.04,0
ORD10364,WH-South,East Zone,52.2,Express,5.1,High,Clear,Low,45.0,2.46,3.57,1
ORD10365,WH-East,City Center,67.1,Van,7.2,High,Clear,High,31.1,3.09,5.37,1
ORD10366,WH-East,West Zone,47.0,Express,6.7,Standard,Clear,Medium,16.0,2.34,3.83,1
ORD10367,WH-South,North Zone,52.4,Truck,23.9,Standard,Clear,High,48.7,2.53,4.85,1
ORD10368,WH-South,City Center,37.8,Van,6.0,Standard,Clear,Medium,25.0,2.02,3.45,1
ORD10369,WH-East,North Zone,43.2,Truck,2.5,High,Clear,High,34.3,2.08,4.07,1
ORD10370,WH-East,Suburban,4.7,Van,30.0,Standard,Clear,Medium,40.4,0.67,0.74,0
ORD10371,WH-West,South Zone,51.8,Van,1.2,Standard,Storm,Medium,37.4,2.45,4.74,1
ORD10372,WH-West,West Zone,8.4,Van,25.1,Urgent,Rain,High,51.1,0.89,2.6,1
ORD10373,WH-South,Suburban,35.9,Bike,11.3,Standard,Storm,Medium,40.7,1.75,3.97,1
ORD10374,WH-West,City Center,24.8,Truck,25.3,Urgent,Clear,Low,27.7,1.43,2.41,1
ORD10375,WH-North,City Center,44.5,Van,16.9,High,Clear,Low,61.1,2.09,3.34,1
ORD10376,WH-West,City Center,12.4,Bike,27.1,High,Rain,Low,37.3,0.84,0.81,0
ORD10377,WH-West,City Center,55.9,Bike,27.8,Standard,Clear,Low,33.2,2.65,4.49,1
ORD10378,WH-North,City Center,64.0,Van,0.8,Standard,Clear,Medium,46.6,2.79,4.95,1
ORD10379,WH-South,North Zone,14.7,Truck,2.7,High,Clear,Medium,38.0,1.27,1.25,0
ORD10380,WH-North,Suburban,10.1,Van,7.9,High,Clear,Medium,39.8,0.67,0.67,0
ORD10381,WH-West,West Zone,13.4,Van,20.2,High,Clear,Medium,64.9,0.91,0.93,0
ORD10382,WH-South,South Zone,70.4,Bike,26.7,Standard,Clear,Medium,31.7,3.02,4.7,1
ORD10383,WH-West,South Zone,43.2,Van,14.1,High,Cloudy,Low,31.2,2.18,2.17,0
ORD10384,WH-North,Suburban,38.4,Truck,18.4,High,Clear,Low,36.4,1.92,3.02,1
ORD10385,WH-North,Suburban,10.3,Bike,6.1,High,Clear,Low,47.9,0.91,0.92,0
ORD10386,WH-West,South Zone,52.7,Van,24.2,High,Rain,Medium,16.9,2.25,4.11,1
ORD10387,WH-East,South Zone,69.7,Truck,29.0,High,Clear,Low,11.4,2.85,3.89,1
ORD10388,WH-East,North Zone,66.6,Van,8.4,High,Clear,Low,28.0,2.92,4.22,1
ORD10389,WH-North,East Zone,50.8,Express,15.1,Standard,Rain,Medium,15.4,2.15,3.54,1
ORD10390,WH-North,West Zone,7.9,Truck,3.0,Standard,Clear,High,29.9,0.72,2.36,1
ORD10391,WH-East,City Center,10.8,Bike,17.0,Standard,Clear,Low,41.0,0.95,0.96,0
ORD10392,WH-East,East Zone,5.8,Truck,15.3,Standard,Clear,Medium,24.3,0.59,0.58,0
ORD10393,WH-West,Suburban,22.1,Van,4.8,Standard,Clear,Medium,17.9,1.48,1.54,0
ORD10394,WH-West,South Zone,12.6,Bike,13.5,Standard,Cloudy,High,35.8,1.1,3.03,1
ORD10395,WH-East,East Zone,22.3,Express,10.4,Standard,Rain,High,45.4,1.11,2.45,1
ORD10396,WH-West,West Zone,32.0,Bike,15.9,Standard,Clear,Low,14.7,1.53,1.53,0
ORD10397,WH-West,Suburban,75.6,Bike,17.8,High,Cloudy,Low,44.8,2.93,4.86,1
ORD10398,WH-South,City Center,49.6,Express,0.8,Urgent,Cloudy,High,47.8,2.18,4.82,1
ORD10399,WH-West,City Center,67.1,Van,22.9,Standard,Clear,Medium,46.4,2.99,4.83,1
ORD10400,WH-North,West Zone,57.4,Van,21.5,Urgent,Cloudy,Medium,52.6,2.5,4.29,1
ORD10401,WH-West,West Zone,10.8,Bike,11.3,Standard,Clear,Medium,61.4,0.94,0.91,0
ORD10402,WH-West,South Zone,59.4,Truck,2.1,Standard,Clear,Medium,30.7,2.44,4.31,1
ORD10403,WH-East,City Center,23.5,Bike,22.8,Standard,Clear,High,36.3,1.44,3.16,1
ORD10404,WH-North,Suburban,51.9,Express,28.7,Standard,Clear,High,30.0,2.29,4.14,1
ORD10405,WH-West,East Zone,28.6,Truck,7.6,High,Clear,Medium,35.0,1.52,2.64,1
ORD10406,WH-West,Suburban,79.8,Van,10.0,High,Rain,Low,53.4,3.34,5.51,1
ORD10407,WH-South,North Zone,22.6,Bike,5.9,Standard,Clear,High,18.9,1.15,2.26,1
ORD10408,WH-West,North Zone,23.8,Van,17.5,Standard,Clear,Low,24.7,1.21,1.22,0
ORD10409,WH-West,West Zone,74.6,Bike,5.1,Standard,Clear,Low,51.5,3.28,4.86,1
ORD10410,WH-South,South Zone,3.9,Truck,11.0,Standard,Cloudy,High,47.2,0.69,1.83,1
ORD10411,WH-East,North Zone,56.3,Bike,21.1,Standard,Cloudy,Low,30.6,2.64,3.83,1
ORD10412,WH-West,City Center,58.6,Van,17.0,Standard,Cloudy,Low,45.3,2.63,3.9,1
ORD10413,WH-South,Suburban,67.2,Bike,11.9,High,Rain,Low,39.1,2.92,4.63,1
ORD10414,WH-North,Suburban,78.0,Truck,12.9,Urgent,Rain,High,56.0,3.08,6.63,1
ORD10415,WH-East,West Zone,78.1,Truck,17.1,Standard,Clear,Medium,35.9,3.26,5.5,1
ORD10416,WH-North,East Zone,7.1,Van,0.7,Urgent,Cloudy,Medium,50.3,0.75,0.78,0
ORD10417,WH-North,West Zone,66.1,Bike,2.8,Standard,Rain,Low,66.7,3.1,5.31,1
ORD10418,WH-South,East Zone,52.4,Express,26.5,Standard,Storm,High,42.2,2.45,5.31,1
ORD10419,WH-West,West Zone,52.5,Van,2.8,Standard,Rain,High,35.6,2.56,5.07,1
ORD10420,WH-South,West Zone,12.0,Van,21.4,High,Clear,Medium,43.7,1.0,1.04,0
ORD10421,WH-South,West Zone,52.7,Van,27.6,Urgent,Clear,Medium,33.6,2.3,3.34,1
ORD10422,WH-South,East Zone,78.6,Bike,8.5,High,Clear,Low,63.7,3.32,5.59,1
ORD10423,WH-South,East Zone,73.1,Bike,11.4,Standard,Cloudy,High,37.2,3.14,5.55,1
ORD10424,WH-East,West Zone,36.3,Truck,17.3,High,Clear,Medium,31.7,1.68,2.97,1
ORD10425,WH-West,North Zone,5.1,Van,26.5,Standard,Clear,High,25.0,0.64,1.77,1
ORD10426,WH-North,South Zone,30.3,Truck,28.3,Urgent,Rain,Medium,51.2,1.56,3.74,1
ORD10427,WH-North,South Zone,66.5,Truck,22.3,Standard,Clear,High,45.4,3.07,5.88,1
ORD10428,WH-West,South Zone,56.7,Truck,3.1,Standard,Rain,High,29.0,2.28,4.99,1
ORD10429,WH-North,East Zone,37.8,Express,20.2,Standard,Clear,Medium,41.9,1.99,3.4,1
ORD10430,WH-West,East Zone,6.3,Van,12.6,High,Clear,High,16.9,0.61,1.82,1
ORD10431,WH-North,North Zone,35.3,Bike,14.4,Standard,Clear,Medium,37.2,1.6,2.44,1
ORD10432,WH-South,South Zone,38.6,Truck,1.9,High,Rain,Low,40.4,2.02,3.54,1
ORD10433,WH-North,South Zone,74.4,Truck,6.1,Standard,Clear,Medium,55.5,3.24,5.21,1
ORD10434,WH-West,West Zone,52.0,Bike,23.8,High,Clear,Medium,25.8,2.51,4.12,1
ORD10435,WH-West,East Zone,26.3,Bike,13.9,High,Storm,Medium,19.7,1.54,3.4,1
ORD10436,WH-West,South Zone,43.0,Express,9.4,High,Clear,Low,24.3,2.28,3.13,1
ORD10437,WH-West,Suburban,7.2,Van,11.8,Standard,Cloudy,Medium,19.0,0.82,0.83,0
ORD10438,WH-West,North Zone,77.9,Van,25.7,Standard,Cloudy,Medium,51.0,3.26,5.71,1
ORD10439,WH-East,Suburban,30.1,Bike,22.6,Standard,Clear,Medium,53.6,1.62,2.65,1
ORD10440,WH-East,Suburban,39.3,Truck,8.5,High,Cloudy,Medium,38.8,2.05,4.06,1
ORD10441,WH-North,North Zone,29.7,Van,4.0,Standard,Clear,Medium,49.7,1.47,2.41,1
ORD10442,WH-West,Suburban,55.2,Van,7.9,Standard,Cloudy,Low,36.6,2.39,3.92,1
ORD10443,WH-North,South Zone,53.7,Van,27.7,Standard,Clear,Medium,33.9,2.38,3.55,1
ORD10444,WH-West,East Zone,57.8,Express,17.7,Standard,Cloudy,Low,31.0,2.31,3.45,1
ORD10445,WH-West,North Zone,22.9,Van,16.2,High,Clear,Low,31.3,1.33,1.41,0
ORD10446,WH-East,West Zone,26.6,Van,18.1,Standard,Cloudy,High,16.4,1.22,2.67,1
ORD10447,WH-East,Suburban,11.8,Van,11.3,High,Clear,High,38.2,0.93,2.21,1
ORD10448,WH-South,North Zone,53.1,Truck,24.3,Standard,Clear,Medium,34.5,2.5,3.98,1
ORD10449,WH-East,City Center,5.1,Van,15.9,Standard,Clear,High,43.9,0.62,0.63,0
ORD10450,WH-South,City Center,48.6,Truck,3.9,Standard,Clear,High,36.1,2.44,4.82,1
ORD10451,WH-South,East Zone,69.8,Van,4.3,Standard,Rain,High,33.0,2.82,5.5,1
ORD10452,WH-South,South Zone,71.5,Bike,16.3,Standard,Clear,Low,24.5,3.2,4.68,1
ORD10453,WH-South,East Zone,37.0,Van,28.1,High,Rain,High,35.9,1.9,4.19,1
ORD10454,WH-South,East Zone,37.8,Truck,9.6,Standard,Storm,Medium,43.9,1.64,5.0,1
ORD10455,WH-North,East Zone,8.0,Express,26.2,High,Cloudy,Medium,21.3,1.11,1.16,0
ORD10456,WH-East,East Zone,54.3,Bike,23.0,Standard,Clear,Low,36.0,2.43,3.89,1
ORD10457,WH-South,West Zone,66.1,Truck,7.8,Standard,Clear,Medium,37.8,2.76,4.9,1
ORD10458,WH-West,West Zone,21.1,Van,1.6,High,Rain,Low,26.4,1.08,1.92,1
ORD10459,WH-East,North Zone,34.9,Van,3.5,Standard,Clear,Low,27.9,1.72,1.69,0
ORD10460,WH-East,City Center,67.4,Bike,22.0,Standard,Clear,Medium,37.8,2.89,4.66,1
ORD10461,WH-South,East Zone,70.4,Express,6.4,Standard,Cloudy,High,21.4,3.03,5.12,1
ORD10462,WH-North,North Zone,21.0,Bike,11.5,Standard,Rain,High,39.2,1.21,2.74,1
ORD10463,WH-South,City Center,44.9,Truck,15.3,High,Rain,Medium,24.3,2.18,3.63,1
ORD10464,WH-North,Suburban,17.0,Bike,21.9,Standard,Clear,High,47.8,1.06,2.3,1
ORD10465,WH-West,South Zone,9.9,Truck,3.8,High,Cloudy,High,63.1,0.62,2.4,1
ORD10466,WH-East,West Zone,73.1,Van,12.5,Urgent,Clear,High,27.7,3.09,5.73,1
ORD10467,WH-West,Suburban,66.0,Truck,14.8,Standard,Clear,Low,41.4,2.57,4.76,1
ORD10468,WH-North,City Center,61.3,Express,16.5,Urgent,Rain,Medium,29.3,2.73,4.78,1
ORD10469,WH-North,Suburban,5.8,Van,24.6,Standard,Clear,High,47.5,0.59,0.57,0
ORD10470,WH-West,South Zone,67.8,Bike,5.6,Urgent,Clear,Medium,22.8,2.94,4.15,1
ORD10471,WH-North,City Center,36.2,Van,24.3,Standard,Clear,Medium,40.8,1.95,2.02,0
ORD10472,WH-West,Suburban,28.7,Truck,20.9,High,Rain,Medium,24.5,1.41,2.55,1
ORD10473,WH-East,West Zone,44.6,Van,16.9,Standard,Rain,Medium,32.5,2.22,3.69,1
ORD10474,WH-West,West Zone,9.1,Truck,21.1,Standard,Cloudy,Medium,22.6,0.77,0.78,0
ORD10475,WH-East,North Zone,61.0,Bike,12.7,High,Rain,Low,44.9,2.89,4.73,1
ORD10476,WH-West,Suburban,47.4,Van,4.6,High,Clear,Medium,25.0,2.15,3.55,1
ORD10477,WH-North,East Zone,16.6,Bike,20.1,Standard,Clear,High,41.6,0.99,2.3,1
ORD10478,WH-West,Suburban,16.7,Bike,16.0,Standard,Clear,High,30.9,1.18,2.59,1
ORD10479,WH-North,City Center,16.4,Express,19.4,High,Clear,Low,33.6,1.03,1.11,0
ORD10480,WH-West,City Center,6.4,Van,10.5,High,Clear,High,36.8,0.63,0.68,0
ORD10481,WH-West,Suburban,47.8,Truck,27.3,Urgent,Rain,Medium,28.9,2.15,4.33,1
ORD10482,WH-South,South Zone,67.5,Van,17.8,High,Clear,Medium,37.5,2.91,4.69,1
ORD10483,WH-North,West Zone,3.4,Express,3.0,Urgent,Clear,High,56.4,0.78,1.81,1
ORD10484,WH-South,City Center,5.8,Express,13.8,High,Clear,High,25.7,0.5,1.51,1
ORD10485,WH-North,West Zone,46.7,Truck,22.8,Standard,Clear,High,49.1,2.17,4.75,1
ORD10486,WH-South,City Center,65.9,Bike,23.9,Standard,Rain,Medium,53.0,2.93,5.05,1
ORD10487,WH-East,North Zone,27.5,Truck,15.1,High,Clear,High,25.2,1.51,3.12,1
ORD10488,WH-West,East Zone,29.3,Bike,26.9,High,Clear,Low,17.5,1.7,1.75,0
ORD10489,WH-North,City Center,48.5,Van,8.4,Standard,Rain,Medium,38.6,2.22,4.14,1
ORD10490,WH-North,West Zone,23.4,Bike,12.6,Standard,Clear,Medium,28.4,1.31,2.51,1
ORD10491,WH-West,North Zone,4.1,Van,27.0,Urgent,Clear,Medium,60.4,0.72,0.73,0
ORD10492,WH-North,City Center,59.3,Bike,26.9,Standard,Clear,Low,35.4,2.63,4.53,1
ORD10493,WH-North,South Zone,50.8,Bike,20.7,Standard,Cloudy,High,25.4,2.27,3.7,1
ORD10494,WH-South,East Zone,47.3,Bike,25.8,Standard,Storm,Low,21.2,2.25,4.22,1
ORD10495,WH-North,City Center,59.9,Van,3.1,Standard,Rain,Low,48.1,2.56,4.18,1
ORD10496,WH-East,North Zone,54.7,Van,26.0,Standard,Clear,Medium,28.1,2.38,4.07,1
ORD10497,WH-East,South Zone,18.1,Van,10.0,Standard,Rain,Medium,35.5,1.08,1.16,0
ORD10498,WH-West,Suburban,29.5,Truck,5.8,Standard,Clear,High,46.5,1.72,3.77,1
ORD10499,WH-North,North Zone,11.8,Van,7.6,High,Clear,Medium,29.2,0.53,0.5,0
ORD10500,WH-West,North Zone,12.1,Express,12.8,Standard,Clear,Low,34.4,0.98,0.96,0
ORD10501,WH-East,South Zone,54.7,Truck,7.9,High,Clear,High,34.8,2.46,4.35,1
ORD10502,WH-North,North Zone,69.0,Van,10.0,High,Cloudy,Medium,43.2,2.76,4.55,1
ORD10503,WH-North,South Zone,77.1,Truck,4.5,Standard,Cloudy,Low,42.1,3.29,5.6,1
ORD10504,WH-West,City Center,51.0,Truck,9.2,High,Rain,Medium,32.4,2.38,4.3,1
ORD10505,WH-East,South Zone,16.4,Bike,17.4,Standard,Cloudy,Medium,35.8,1.16,2.15,1
ORD10506,WH-North,South Zone,10.2,Truck,13.5,Urgent,Cloudy,Medium,33.5,0.55,1.82,1
ORD10507,WH-West,East Zone,65.4,Express,10.7,Standard,Clear,Medium,17.3,3.0,4.39,1
ORD10508,WH-East,South Zone,47.1,Truck,22.5,High,Clear,High,38.1,2.09,4.13,1
ORD10509,WH-West,South Zone,50.2,Express,26.9,High,Cloudy,High,57.7,2.38,4.69,1
ORD10510,WH-South,Suburban,63.0,Express,22.8,Standard,Clear,Medium,24.4,2.84,4.1,1
ORD10511,WH-North,City Center,56.9,Van,10.3,Standard,Rain,Low,25.7,2.43,3.98,1
ORD10512,WH-South,East Zone,67.1,Express,22.5,High,Clear,High,24.6,2.98,4.64,1
ORD10513,WH-East,Suburban,6.4,Van,5.0,High,Clear,Medium,43.7,0.68,0.72,0
ORD10514,WH-South,West Zone,60.3,Bike,4.3,Standard,Clear,Medium,40.4,2.41,4.0,1
ORD10515,WH-South,City Center,68.4,Truck,10.7,High,Clear,Medium,33.1,3.08,5.16,1
ORD10516,WH-East,City Center,24.3,Express,24.3,Standard,Clear,High,24.0,1.27,1.26,0
ORD10517,WH-West,West Zone,52.0,Express,7.8,High,Cloudy,Medium,36.1,2.25,3.88,1
ORD10518,WH-South,South Zone,26.5,Bike,2.4,Standard,Clear,Low,16.2,1.4,1.44,0
ORD10519,WH-West,Suburban,76.7,Bike,4.4,Urgent,Cloudy,Medium,39.7,3.27,5.34,1
ORD10520,WH-South,North Zone,4.6,Van,25.8,Standard,Clear,High,45.5,0.66,1.99,1
ORD10521,WH-West,East Zone,47.2,Van,19.2,Standard,Clear,Low,20.0,2.25,3.39,1
ORD10522,WH-East,North Zone,15.0,Truck,8.0,Standard,Clear,High,16.6,0.87,2.21,1
ORD10523,WH-South,West Zone,57.6,Van,16.9,Standard,Rain,Medium,54.0,2.47,4.29,1
ORD10524,WH-East,City Center,15.7,Bike,16.1,Standard,Clear,Medium,27.7,1.05,2.56,1
