Order_ID,Warehouse,Customer_Location,Delivery_Distance_km,Transportation_Mode,Package_Weight_kg,Delivery_Priority,Weather_Condition,Traffic_Level,Warehouse_Processing_Time_min,Planned_Delivery_Time_hr,Actual_Delivery_Time_hr,Delivery_Delay,Delay_Probability,Risk_Level,Recommended_Action
ORD10825,WH-West,West Zone,52.3,Van,6.2,Standard,Rain,High,24.8,2.33,5.01,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10448,WH-South,North Zone,53.1,Truck,24.3,Standard,Clear,Medium,34.5,2.5,3.98,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10843,WH-North,Suburban,39.9,Van,10.7,Standard,Cloudy,High,43.4,1.88,4.2,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10845,WH-North,West Zone,52.6,Van,1.6,High,Cloudy,Medium,32.3,2.53,4.13,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10444,WH-West,East Zone,57.8,Express,17.7,Standard,Cloudy,Low,31.0,2.31,3.45,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10834,WH-West,South Zone,66.2,Bike,1.4,High,Rain,High,42.4,3.07,5.84,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10860,WH-East,South Zone,60.8,Truck,26.0,Standard,Clear,Low,20.5,2.69,4.07,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10857,WH-East,City Center,78.4,Express,8.8,Standard,Cloudy,Medium,34.2,2.97,4.37,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10856,WH-North,West Zone,65.8,Van,24.3,Standard,Clear,Medium,49.2,3.1,5.4,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10159,WH-North,West Zone,41.7,Truck,8.7,Urgent,Clear,High,41.5,1.88,3.64,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10808,WH-North,East Zone,62.2,Truck,19.4,Urgent,Cloudy,Medium,42.0,2.69,4.9,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10881,WH-North,West Zone,57.7,Van,8.3,Standard,Storm,Medium,30.6,2.58,5.16,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10118,WH-South,City Center,62.8,Van,16.7,High,Cloudy,Medium,45.2,2.76,4.38,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10877,WH-South,East Zone,63.5,Truck,17.8,High,Clear,Medium,8.0,2.48,3.9,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10134,WH-North,Suburban,58.2,Van,13.8,Standard,Clear,High,19.4,2.68,4.67,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10803,WH-North,South Zone,62.0,Bike,21.2,Standard,Clear,Low,44.4,2.5,4.2,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10428,WH-West,South Zone,56.7,Truck,3.1,Standard,Rain,High,29.0,2.28,4.99,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10419,WH-West,West Zone,52.5,Van,2.8,Standard,Rain,High,35.6,2.56,5.07,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10806,WH-West,Suburban,75.9,Truck,12.3,Standard,Clear,Low,29.5,3.15,5.53,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10600,WH-South,North Zone,31.9,Bike,13.8,Standard,Clear,High,23.7,1.59,3.1,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10413,WH-South,Suburban,67.2,Bike,11.9,High,Rain,Low,39.1,2.92,4.63,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10415,WH-East,West Zone,78.1,Truck,17.1,Standard,Clear,Medium,35.9,3.26,5.5,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10609,WH-West,North Zone,70.2,Van,23.9,Standard,Clear,Medium,28.2,3.05,4.6,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10606,WH-East,East Zone,75.0,Bike,5.2,Standard,Cloudy,High,42.7,3.18,5.69,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10604,WH-South,West Zone,26.2,Truck,9.0,Standard,Rain,High,41.0,1.36,3.12,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10211,WH-East,South Zone,49.7,Bike,11.0,Standard,Clear,Low,42.3,2.28,3.55,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10780,WH-East,South Zone,59.1,Bike,14.5,Standard,Cloudy,Medium,25.1,2.61,4.55,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10781,WH-North,North Zone,55.4,Van,9.9,High,Clear,High,50.6,2.34,4.43,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10210,WH-North,South Zone,79.2,Van,17.7,Standard,Cloudy,Medium,29.4,3.24,5.11,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10889,WH-West,West Zone,56.6,Express,28.0,High,Clear,Medium,41.9,2.67,4.11,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10890,WH-North,North Zone,61.2,Bike,11.8,High,Clear,Medium,40.5,2.76,4.23,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10893,WH-North,East Zone,65.5,Truck,6.6,Standard,Rain,Medium,26.8,2.78,5.58,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10406,WH-West,Suburban,79.8,Van,10.0,High,Rain,Low,53.4,3.34,5.51,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10778,WH-West,City Center,79.1,Bike,4.3,Standard,Clear,Medium,32.3,3.3,5.19,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10205,WH-West,East Zone,49.1,Express,2.4,Standard,Rain,Low,70.1,2.26,3.71,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10630,WH-East,North Zone,72.9,Express,26.3,Standard,Clear,Medium,43.9,3.13,5.37,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10409,WH-West,West Zone,74.6,Bike,5.1,Standard,Clear,Low,51.5,3.28,4.86,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10788,WH-West,West Zone,70.6,Bike,1.9,High,Clear,Medium,29.4,2.83,4.73,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10180,WH-East,Suburban,75.7,Bike,22.5,Standard,Cloudy,Low,38.2,3.42,5.61,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10221,WH-East,East Zone,47.0,Truck,22.4,Standard,Rain,Medium,31.0,2.41,3.96,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10179,WH-North,Suburban,77.4,Express,7.7,Standard,Rain,Medium,35.4,3.5,6.01,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10811,WH-East,North Zone,72.8,Van,25.4,High,Clear,High,21.8,2.97,4.94,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10711,WH-East,City Center,59.1,Van,12.1,Standard,Clear,Medium,18.8,2.55,3.98,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10325,WH-South,City Center,65.3,Bike,18.0,Standard,Clear,Low,45.2,2.76,4.6,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10304,WH-South,West Zone,76.5,Bike,10.7,Standard,Cloudy,Medium,45.0,3.36,5.29,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10303,WH-East,Suburban,78.2,Van,1.7,Standard,Cloudy,Medium,40.9,3.08,5.23,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10337,WH-North,Suburban,46.3,Van,12.6,High,Rain,Medium,37.9,2.34,4.25,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10040,WH-East,City Center,64.2,Express,5.1,Standard,Cloudy,Low,30.9,2.83,3.85,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10940,WH-South,South Zone,59.9,Bike,18.0,High,Clear,Medium,37.9,2.72,4.11,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10053,WH-East,West Zone,69.8,Van,12.4,Standard,Clear,Low,55.5,3.06,4.94,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10960,WH-East,South Zone,56.8,Van,27.3,High,Clear,Medium,35.7,2.47,3.92,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10961,WH-North,West Zone,53.4,Truck,24.2,High,Rain,Medium,46.0,2.47,5.53,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10034,WH-South,City Center,23.5,Bike,4.8,High,Rain,Medium,35.2,1.43,2.69,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10075,WH-North,North Zone,53.8,Express,17.6,High,Cloudy,Medium,40.4,2.55,3.92,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10313,WH-West,North Zone,67.9,Express,28.1,Standard,Rain,High,41.4,2.81,5.89,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10341,WH-East,North Zone,47.2,Bike,11.5,Standard,Rain,Medium,58.9,2.15,4.26,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10365,WH-East,City Center,67.1,Van,7.2,High,Clear,High,31.1,3.09,5.37,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10277,WH-North,City Center,54.8,Truck,26.5,Urgent,Rain,Medium,45.8,2.67,4.62,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10026,WH-South,City Center,66.7,Van,6.7,Standard,Clear,Medium,43.6,2.86,4.49,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10489,WH-North,City Center,48.5,Van,8.4,Standard,Rain,Medium,38.6,2.22,4.14,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10485,WH-North,West Zone,46.7,Truck,22.8,Standard,Clear,High,49.1,2.17,4.75,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10482,WH-South,South Zone,67.5,Van,17.8,High,Clear,Medium,37.5,2.91,4.69,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10724,WH-North,South Zone,40.1,Truck,8.3,Standard,Clear,High,56.4,2.02,4.17,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10362,WH-North,North Zone,61.9,Express,22.0,Standard,Clear,High,28.4,2.68,4.66,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10730,WH-West,West Zone,39.9,Truck,28.0,Urgent,Rain,High,35.7,1.93,4.12,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10602,WH-West,West Zone,35.6,Truck,17.4,Urgent,Clear,High,49.1,1.69,3.99,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10587,WH-South,East Zone,66.9,Bike,17.3,Standard,Rain,Low,45.0,2.91,4.76,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10581,WH-South,Suburban,51.0,Truck,28.3,Urgent,Cloudy,Medium,37.0,2.3,4.3,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10251,WH-South,City Center,77.4,Bike,10.2,Standard,Rain,High,18.2,3.11,5.58,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10096,WH-South,North Zone,77.4,Truck,5.6,Urgent,Clear,Low,54.9,3.3,5.53,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10250,WH-East,West Zone,71.9,Truck,26.7,High,Rain,Medium,43.6,3.49,6.51,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10400,WH-North,West Zone,57.4,Van,21.5,Urgent,Cloudy,Medium,52.6,2.5,4.29,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10399,WH-West,City Center,67.1,Van,22.9,Standard,Clear,Medium,46.4,2.99,4.83,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10386,WH-West,South Zone,52.7,Van,24.2,High,Rain,Medium,16.9,2.25,4.11,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10279,WH-North,Suburban,48.5,Van,23.4,Urgent,Cloudy,Low,53.0,2.26,4.11,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10768,WH-West,East Zone,52.5,Truck,17.2,Standard,Clear,High,37.2,2.52,4.91,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10109,WH-South,North Zone,77.8,Van,25.4,High,Rain,Medium,34.5,3.39,5.94,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10097,WH-South,South Zone,56.4,Van,10.5,High,Cloudy,Medium,27.5,2.87,4.6,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10759,WH-North,East Zone,42.3,Truck,9.1,Standard,Storm,Low,39.0,1.94,4.38,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10082,WH-West,North Zone,53.6,Truck,19.7,Standard,Storm,High,27.8,2.12,5.46,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10104,WH-West,North Zone,70.5,Truck,6.9,Standard,Rain,Medium,39.4,2.91,5.2,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10662,WH-East,West Zone,47.3,Bike,28.0,Standard,Rain,High,48.5,2.23,4.69,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10240,WH-West,City Center,31.0,Bike,8.7,Standard,Storm,High,51.7,1.6,4.41,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10466,WH-East,West Zone,73.1,Van,12.5,Urgent,Clear,High,27.7,3.09,5.73,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10123,WH-South,City Center,75.3,Van,25.4,High,Clear,Low,36.3,2.93,4.97,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10229,WH-North,South Zone,52.6,Bike,14.1,Standard,Clear,High,27.4,2.43,4.98,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10642,WH-South,Suburban,78.2,Van,9.7,High,Clear,High,47.2,3.29,5.19,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Review warehouse processing bottleneck"
ORD10907,WH-South,City Center,40.4,Bike,20.5,Standard,Rain,Medium,39.7,2.03,3.63,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10910,WH-South,South Zone,63.9,Bike,18.2,Standard,Clear,Low,48.9,3.01,4.39,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10495,WH-North,City Center,59.9,Van,3.1,Standard,Rain,Low,48.1,2.56,4.18,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10735,WH-South,North Zone,58.1,Van,14.1,Standard,Rain,Medium,39.3,2.63,4.12,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10575,WH-East,West Zone,66.1,Van,14.1,High,Clear,Low,35.1,2.79,4.75,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10503,WH-North,South Zone,77.1,Truck,4.5,Standard,Cloudy,Low,42.1,3.29,5.6,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10512,WH-South,East Zone,67.1,Express,22.5,High,Clear,High,24.6,2.98,4.64,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10371,WH-West,South Zone,51.8,Van,1.2,Standard,Storm,Medium,37.4,2.45,4.74,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10745,WH-East,City Center,51.3,Truck,7.3,Standard,Clear,Low,34.7,2.29,4.01,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10744,WH-North,North Zone,43.6,Bike,12.9,Standard,Rain,High,50.2,2.09,4.24,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10732,WH-North,North Zone,73.5,Van,11.1,Standard,Cloudy,Medium,50.3,2.9,4.36,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10357,WH-South,West Zone,69.7,Express,25.4,Standard,Storm,Low,40.6,2.99,5.9,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10358,WH-West,West Zone,57.2,Van,24.1,Standard,Rain,Medium,21.0,2.59,5.14,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10373,WH-South,Suburban,35.9,Bike,11.3,Standard,Storm,Medium,40.7,1.75,3.97,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10378,WH-North,City Center,64.0,Van,0.8,Standard,Clear,Medium,46.6,2.79,4.95,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10280,WH-South,South Zone,59.7,Van,17.1,Standard,Clear,Low,36.9,2.56,4.23,1,0.995,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10538,WH-East,South Zone,48.3,Van,24.2,Standard,Clear,Medium,45.5,2.14,3.55,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10543,WH-East,West Zone,78.8,Express,24.4,High,Rain,Low,34.3,3.32,5.31,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10966,WH-North,East Zone,10.9,Truck,4.1,Standard,Cloudy,High,37.3,0.81,2.82,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10154,WH-East,West Zone,71.7,Bike,24.4,Standard,Clear,High,33.7,3.23,5.87,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10156,WH-South,North Zone,50.0,Express,16.0,High,Cloudy,High,31.9,2.47,4.3,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10879,WH-North,North Zone,51.9,Bike,13.6,Standard,Clear,Low,30.8,2.47,3.93,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10119,WH-West,West Zone,38.8,Truck,17.9,Urgent,Rain,Medium,38.4,1.98,4.36,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10451,WH-South,East Zone,69.8,Van,4.3,Standard,Rain,High,33.0,2.82,5.5,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer"
ORD10207,WH-West,North Zone,44.4,Bike,7.6,Standard,Cloudy,High,23.9,2.39,4.02,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10867,WH-North,Suburban,68.8,Express,28.8,High,Cloudy,High,20.3,2.86,4.76,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10162,WH-North,Suburban,76.8,Bike,17.5,Standard,Clear,Low,56.8,3.44,5.51,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10840,WH-North,Suburban,55.4,Bike,17.6,High,Clear,High,10.7,2.51,4.34,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10842,WH-West,West Zone,61.7,Van,27.4,Standard,Clear,Medium,31.0,2.67,3.98,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10855,WH-East,East Zone,64.7,Van,7.9,Standard,Clear,Low,47.0,2.75,4.54,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10130,WH-West,Suburban,57.4,Truck,17.3,Standard,Clear,Medium,33.0,2.55,4.41,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10148,WH-East,West Zone,71.7,Truck,23.4,Standard,Clear,Medium,36.1,3.14,5.5,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10615,WH-South,North Zone,51.4,Truck,3.8,Standard,Cloudy,Low,51.7,2.33,4.16,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10614,WH-South,South Zone,73.2,Truck,10.2,High,Clear,Medium,8.5,3.33,5.53,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10183,WH-South,City Center,72.9,Van,14.1,Standard,Cloudy,Medium,27.8,3.19,5.43,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10714,WH-West,Suburban,47.9,Bike,28.8,Standard,Clear,High,32.2,2.31,4.59,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10515,WH-South,City Center,68.4,Truck,10.7,High,Clear,Medium,33.1,3.08,5.16,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10310,WH-South,South Zone,41.5,Van,2.1,Standard,Cloudy,Medium,35.3,2.12,3.57,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10984,WH-North,Suburban,64.5,Express,4.2,Standard,Cloudy,High,10.4,2.9,4.81,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10777,WH-North,North Zone,21.4,Truck,13.1,Standard,Cloudy,High,40.9,1.26,2.83,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10667,WH-South,North Zone,57.3,Bike,29.3,High,Rain,Medium,34.2,2.42,4.35,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10232,WH-West,North Zone,77.4,Van,22.4,High,Cloudy,Low,24.1,3.21,4.54,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10643,WH-West,City Center,77.2,Van,3.4,Urgent,Clear,Low,30.9,3.41,4.74,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10244,WH-North,North Zone,69.6,Bike,25.8,High,Cloudy,Low,55.1,2.89,4.93,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
ORD10402,WH-West,South Zone,59.4,Truck,2.1,Standard,Clear,Medium,30.7,2.44,4.31,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10637,WH-North,Suburban,77.3,Truck,12.3,Standard,Cloudy,Low,20.5,3.25,4.77,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10194,WH-East,East Zone,56.0,Van,21.4,Standard,Clear,Medium,30.0,2.36,3.58,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10817,WH-North,City Center,64.8,Van,2.3,High,Clear,Medium,26.6,2.74,4.21,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10810,WH-North,West Zone,72.0,Truck,4.2,High,Rain,Low,46.6,3.13,5.68,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10594,WH-West,East Zone,55.6,Van,12.5,High,Rain,High,46.6,2.64,5.41,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10450,WH-South,City Center,48.6,Truck,3.9,Standard,Clear,High,36.1,2.44,4.82,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10766,WH-East,City Center,77.3,Van,1.9,High,Clear,Medium,38.7,3.34,4.81,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10087,WH-South,West Zone,41.2,Bike,16.6,Standard,Cloudy,High,36.6,1.85,3.93,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing"
ORD10647,WH-North,City Center,23.2,Truck,7.0,Urgent,Rain,High,55.4,1.43,3.56,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Use traffic-aware alternate routing | Add weather-related time buffer | Review warehouse processing bottleneck"
ORD10756,WH-South,East Zone,74.3,Express,29.3,Standard,Clear,Medium,19.6,3.17,4.75,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources"
ORD10273,WH-West,South Zone,55.1,Bike,8.4,Standard,Rain,Low,32.2,2.6,4.19,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Add weather-related time buffer"
ORD10737,WH-West,City Center,40.4,Bike,27.9,High,Cloudy,Medium,45.9,2.01,3.66,1,0.99,High Risk,"Priority intervention: review route, ETA and dispatch resources | Review warehouse processing bottleneck"
